asset_id,title,page_url,download_url,license,author,notes
ddd_brazil_map_commons,"Mapa do Brasil por código DDD.svg","https://commons.wikimedia.org/wiki/File:Mapa_do_Brasil_por_c%C3%B3digo_DDD.svg","https://upload.wikimedia.org/wikipedia/commons/5/5a/Mapa_do_Brasil_por_c%C3%B3digo_DDD.svg","CC BY-SA 4.0","João Vitor Bachini","Original 37.29 MB Illustrator-authored SVG from Wikimedia Commons."
